Mass,sigma,Scientific,English,SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,Diet_5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment,Diet_VertFishScav,Diet_FruiNect,Diet_PlantSeed,Diet_AllAnimals,Diet_AllPlants
178,0.4,colinus virginianus,northern bobwhite or bobwhite quail,469,Nonpasseriformes,Galliformes,Odontophoridae,New World quails,10,BL3,0,0,0,0,0,0,0,0,70,30,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,171.89,Dunning08,1,NA,NA,0,0,100,0,100
474,0.7829431652425354,dendragapus canadensis,spruce grouse,417,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,473.65,Dunning08,1,NA,NA,0,10,90,0,100
1040,0.4593473631142341,dendragapus obscurus,blue grouse,420,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,0,0,0,0,0,0,20,0,0,80,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,1047.31,Dunning08,1,NA,NA,0,20,80,0,100
550,0.14832396974191325,lagopus lagopus lagopus,willow grouse or willow ptarmigan,423,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,566.86,Dunning08,1,NA,NA,0,10,90,0,100
1083,0.9186947262284682,tetrao tetrix,black grouse,428,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,10,0,0,0,0,0,10,0,10,70,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,1068.66,Dunning08,1,NA,NA,0,10,80,10,90
2950,0.16431676725154984,tetrao urogallus,western capercaillie or wood grouse,430,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,2716.61,Dunning08,1,NA,NA,0,10,90,0,100
900,0.6356099432828282,tympanuchus cupido,prairie grouse or greater prairie chicken,437,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,20,0,0,0,0,0,10,0,50,20,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,870.08,Dunning08,1,NA,NA,0,10,70,20,80
885,0.7321202087089251,tympanuchus phasianellus,sharp-tailed grouse,436,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,10,0,0,0,0,0,10,0,10,70,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,882.38,Dunning08,1,NA,NA,0,10,80,10,90
5826,0.15165750888103102,grus americana,whooping crane,3747,Nonpasseriformes,Gruiformes,Gruidae,Cranes,45,BL3,20,20,20,20,0,0,10,0,10,0,VertFishScav,Ref_3,A,Carolina,0,50,50,0,0,0,0,0,Ref_3,1,Jessica,0,5825.99,Dunning08,1,NA,NA,60,10,10,80,20
3166,0.2949576240750525,grus canadensis,sandhill crane,3741,Nonpasseriformes,Gruiformes,Gruidae,Cranes,45,BL3,20,20,0,0,0,0,20,0,10,30,Omnivore,Ref_3,A,Carolina,0,50,50,0,0,0,0,0,Ref_3,1,Jessica,0,4296.22,Dunning08,1,NA,NA,20,20,40,40,60
303,0.3209361307176242,gallinula chloropus,moorhen,3931,Nonpasseriformes,Gruiformes,Rallidae,"Rails, crakes and allies",42,BL3,20,0,10,10,0,0,20,0,20,20,Omnivore,Ref_3,A,Carolina,0,20,60,20,0,0,0,0,Ref_3,1,Jessica,0,339.63,Dunning08,1,NA,NA,20,20,40,40,60
40,0.3301514803843836,alauda arvensis,skylark,11529,Passeriformes,Passeriformes,Alaudidae,Larks,158,BL3,40,0,0,0,0,0,0,0,40,20,PlantSeed,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,0,37.31,Dunning08,1,NA,NA,0,0,60,40,60
8.4,0.9273618495495703,certhia americana,brown creeper,9656,Passeriformes,Passeriformes,Certhiidae,Treecreepers,174,BL3,70,0,0,0,0,0,0,0,20,10,Invertebrate,Ref_13,A,Carolina,0,0,10,30,30,30,0,0,"Ref_46
",1,Christian,0,8.1,Dunning08,1,NA,NA,0,0,30,70,30
9,0.6090976933136424,certhia familiaris,treecreeper,9655,Passeriformes,Passeriformes,Certhiidae,Treecreepers,174,BL3,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_13,A,Carolina,0,0,40,30,30,0,0,0,Ref_38,1,Jessica,0,9,Dunning08,1,NA,NA,0,0,40,60,40
60,0.4679743582719036,cinclus cinclus,eurasian dipper,8772,Passeriformes,Passeriformes,Cinclidae,Dippers,179,BL3,80,0,0,20,0,0,0,0,0,0,Invertebrate,Ref_10,A,Carolina,40,40,20,0,0,0,0,0,Ref_10,1,Jessica,0,61.47,Dunning08,1,NA,NA,20,0,0,100,0
125,0.21213203435596426,aphelocoma ultramarina,mexican jay,7990,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,10,10,10,0,0,10,20,20,20,0,Omnivore,Ref_14,A,Carolina,0,0,60,10,30,0,0,0,Ref_30,1,Christian,0,113.33,Dunning08,1,NA,NA,30,40,20,40,60
448,1.4449913494550755,corvus brachyrhynchos,american crow,8093,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,20,10,10,10,0,20,20,0,10,0,Omnivore,Ref_14,A,Carolina,0,0,80,20,0,0,0,0,Ref_30,1,Walter; Christian,0,448.76,Dunning08,1,NA,NA,50,20,10,70,30
570,0.24083189157584592,corvus corone,carrion crow,8101,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,30,20,20,0,0,20,0,0,10,0,VertFishScav,Ref_14,A,Carolina,0,0,90,0,0,0,10,0,Ref_30,1,Walter; Christian,0,570,Dunning08,1,NA,NA,60,0,10,90,10
488,0.19235384061671346,corvus frugilegus,rook,8090,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,30,10,10,0,0,10,0,0,40,0,Omnivore,Ref_14,A,Carolina,0,0,90,10,0,0,0,0,Ref_30,1,Walter; Christian,0,452.1,Dunning08,1,NA,NA,30,0,40,60,40
246,0.21908902300206645,corvus monedula,jackdaw,8073,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,30,10,0,0,0,0,30,0,30,0,Omnivore,Ref_14,A,Carolina,0,0,50,20,20,10,0,0,Ref_30,1,Other,0,246,Dunning08,1,NA,NA,10,30,30,40,60
86.8,0.7962411694957753,cyanocitta cristata,blue jay,7977,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,20,10,10,0,0,0,20,0,40,0,Omnivore,Ref_14,A,Carolina,0,0,40,20,20,20,0,0,Ref_30,1,Christian,0,88,Dunning08,1,NA,NA,20,20,40,40,60
161,0.37549966711037175,garrulus glandarius,eurasian jay,8023,Passeriformes,Passeriformes,Corvidae,Crows and jays,147,BL3,40,10,0,0,0,0,30,0,20,0,Omnivore,Ref_14,A,Carolina,0,0,60,20,20,0,0,0,Ref_30,1,Other,0,159.46,Dunning08,1,NA,NA,10,30,20,50,50
45,0.6855654600401044,cardinalis cardinalis,cardinal,13277,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,20,0,0,0,0,0,10,0,0,70,PlantSeed,Ref_16,C,NA,0,0,40,20,20,20,0,0,Ref_57,1,Christian,0,42.64,Dunning08,1,NA,NA,0,10,70,20,80
14,0.1414213562373095,dendroica kirtlandii,kirtland's warbler,12707,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,80,0,0,0,Ref_29,1,Jessica,0,13.94,Dunning08,1,NA,NA,0,30,0,70,30
26.5,0.4527692569068708,emberiza citrinella,yellowhammer,12464,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,30,0,0,0,0,0,0,0,60,10,PlantSeed,Other,D1,NA,0,0,100,0,0,0,0,0,Ref_32,1,Christian,0,29.7,Dunning08,1,NA,NA,0,0,70,30,70
18,0.4147288270665544,emberiza schoeniclus,reed bunting,12500,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,30,0,0,0,0,0,0,0,50,20,PlantSeed,Ref_20,A,Jennifer,0,0,90,10,0,0,0,0,Ref_31,1,Christian,0,18.4,Dunning08,1,NA,NA,0,0,70,30,70
20,1.5846135175493108,junco hyemalis,dark-eyed junco,12529,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,30,0,0,0,0,0,0,0,70,0,PlantSeed,Ref_17,A,Jennifer,0,0,60,10,30,0,0,0,Ref_31,1,Christian,0,19.5,Dunning08,1,NA,NA,0,0,70,30,70
21,0.9481561052906847,melospiza melodia,song sparrow,12517,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,40,0,0,0,0,0,30,0,30,0,Omnivore,Ref_22,A,Jennifer,0,0,70,30,0,0,0,0,Ref_31,1,Christian,0,21.91,Dunning08,1,NA,NA,0,30,30,40,60
14.5,0.37682887362833545,passerina cyanea,indigo bunting,13313,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_16,C,NA,0,0,40,40,20,0,0,0,Ref_57,1,Christian,0,14.69,Dunning08,1,NA,NA,0,0,100,0,100
42,0.4147288270665544,pheucticus melanocephalus,rose-breasted grosbeak,13276,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_22,A,Jennifer,0,0,10,0,40,50,0,0,Lynes 98 (CALPIF),1,Other,0,47.13,Dunning08,1,NA,NA,0,20,10,70,30
41,0.35213633723318016,pipilo erythrophthalmus,rufous-sided towhee,12602,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,30,0,0,0,0,0,30,0,40,0,Omnivore,Ref_22,A,Jennifer,0,0,80,20,0,0,0,0,Ref_31,1,Christian,0,40.03,Dunning08,1,NA,NA,0,30,40,30,70
28.6,0.5059644256269407,piranga olivacea,scarlet tanager,12915,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,80,0,0,0,0,0,10,0,0,10,Invertebrate,Ref_21,A,Jennifer,0,0,10,10,40,40,0,0,Ref_21,1,Christian,0,28.2,Dunning08,1,NA,NA,0,10,10,80,20
27,0.37682887362833545,spiza americana,dickcissel,13269,Passeriformes,Passeriformes,Cardinalidae,"Grosbeaks, saltators and allies",194,BL3,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_16,B,NA,0,0,100,0,0,0,0,0,Ref_33,1,Christian,0,26.18,Dunning08,1,NA,NA,0,0,100,0,100
20,1.6186414056238645,spizella arborea,american tree sparrow,12559,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_17,A,Jennifer,0,0,60,20,20,0,0,0,Ref_31,1,Christian,0,17.83,Dunning08,1,NA,NA,0,0,50,50,50
12.5,0.8769264507357502,spizella pusilla,field sparrow,12565,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,40,0,0,0,0,0,0,0,60,0,PlantSeed,Ref_17,A,Jennifer,0,0,100,0,0,0,0,0,Ref_31,1,Christian,0,12.5,Dunning08,1,NA,NA,0,0,60,40,60
15.3,0.4898979485566356,carduelis cannabina,linnet,12348,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,20,0,0,0,0,0,20,0,60,0,PlantSeed,Ref_15,A,Jennifer,0,0,60,20,20,0,0,0,Ref_27,1,Jessica,0,19.53,Dunning08,1,NA,NA,0,20,60,20,80
15.6,0.19235384061671346,carduelis carduelis,goldfinch,12336,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,10,0,0,0,0,0,20,0,40,30,PlantSeed,Ref_15,A,Jennifer,0,0,20,60,20,0,0,0,Ref_27,1,Jessica,0,16,Dunning08,1,NA,NA,0,20,70,10,90
30,0.4312771730569565,carduelis chloris,greenfinch,12312,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,0,0,0,0,0,0,0,0,100,0,PlantSeed,Ref_15,A,Jennifer,0,0,40,30,30,0,0,0,Ref_27,1,Jessica,0,26,Dunning08,1,NA,NA,0,0,100,0,100
13,1.3740451229854134,carduelis flammea,redpoll,12346,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,30,0,0,0,0,0,0,0,40,30,PlantSeed,Ref_15,A,Jennifer,0,0,100,0,0,0,0,0,Ref_27,1,Jessica,0,13,Dunning08,1,NA,NA,0,0,70,30,70
14.5,1.0812030336620408,carduelis spinus,spruce siskin,12317,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,10,0,0,0,0,0,30,0,30,30,PlantSeed,Ref_15,A,Jennifer,0,0,0,50,50,0,0,0,Ref_27,1,Jessica,0,13.24,Dunning08,1,NA,NA,0,30,60,10,90
13,0.7307530362578044,carduelis tristis,american goldfinch,12332,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,10,0,0,0,0,0,0,10,60,20,PlantSeed,Ref_15,A,Jennifer,0,0,33,33,33,0,0,0,Ref_27,1,Jessica,0,12.79,Dunning08,1,NA,NA,0,10,80,10,90
24,0.5674504383644443,carpodacus erythrinus,common rosefinch,12366,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,10,0,0,0,0,0,20,10,30,30,PlantSeed,Ref_15,A,Jennifer,0,0,50,50,0,0,0,0,Ref_27,1,Jessica,0,23.97,Dunning08,1,NA,NA,0,30,60,10,90
54,0.29832867780352595,coccothraustes coccothraustes,hawfinch,12410,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,10,0,0,0,0,0,20,0,30,40,PlantSeed,Ref_15,A,Jennifer,0,0,0,20,60,20,0,0,Ref_27,1,Jessica,0,56.63,Dunning08,1,NA,NA,0,20,70,10,90
21,0.5089204259999789,fringilla coelebs,chaffinch,12245,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,60,0,0,0,0,0,0,0,20,20,Invertebrate,Ref_15,A,Jennifer,0,0,40,30,30,0,0,0,Ref_27,1,Other,0,23.81,Dunning08,1,NA,NA,0,0,40,60,40
24,0.40987803063838396,fringilla montifringilla,brambling,12248,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,20,0,0,0,0,0,40,0,40,0,Omnivore,Ref_15,A,Jennifer,0,0,60,20,20,0,0,0,Ref_27,1,Jessica,0,23.19,Dunning08,1,NA,NA,0,40,40,20,80
24,0.6833739825307955,geospiza fortis,medium ground finch,13254,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,40,0,0,0,0,0,20,0,30,10,Omnivore,Other,D2,NA,0,0,70,0,30,0,0,0,Smith & Sweatman 76 (tab3),1,Christian,0,24,Dunning08,1,NA,NA,0,20,40,40,60
23,0.469041575982343,geospiza scandens,cactus finch,13257,Passeriformes,Passeriformes,Emberizidae,"Buntings, American sparrows and allies",192,BL3,40,0,0,0,0,0,20,0,30,10,Omnivore,Other,D2,NA,0,0,40,30,30,0,0,0,Smith & Sweatman 76 (tab3),1,Other,0,22.7,Dunning08,1,NA,NA,0,20,40,40,60
36.5,2.266495091545534,loxia curvirostra,red crossbill,12392,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,20,0,0,0,0,0,0,0,30,50,PlantSeed,Ref_15,A,Jennifer,0,0,0,0,80,20,0,0,Ref_27,1,Jessica,0,38.29,Dunning08,1,NA,NA,0,0,80,20,80
21.8,0.5403702434442518,pyrrhula pyrrhula,northern bullfinch,12404,Passeriformes,Passeriformes,Fringillidae,Finches and Hawaiian honeycreepers,188,BL3,10,0,0,0,0,0,10,0,30,50,PlantSeed,Ref_15,A,Jennifer,0,0,0,50,50,0,0,0,Ref_27,1,Jessica,0,24.26,Dunning08,1,NA,NA,0,10,80,10,90
15,0.33763886032268264,delichon urbica,house martin,10137,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,33,33,33,0,Ref_9,1,Jessica,0,14.5,Dunning08,1,NA,NA,0,0,0,100,0
16,0.31937438845342625,hirundo rustica,swallow,10074,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_9,A,Carolina,0,0,30,30,40,0,0,0,Ref_9,1,Jessica,0,17.91,Dunning08,1,NA,NA,0,10,10,80,20
21.6,0.4979959839195493,petrochelidon pyrrhonota,cliff swallow,10121,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,0,100,0,Ref_9,1,Jessica,0,21.6,Dunning08,1,NA,NA,0,0,0,100,0
29.9,0.2073644135332772,lanius collurio,red-backed shrike,7706,Passeriformes,Passeriformes,Laniidae,Shrikes,140,BL3,60,10,20,0,0,0,10,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,50,20,10,20,0,0,Genus,0,Walter,0,28.44,Dunning08,1,NA,NA,30,10,0,90,10
66,1.2186057606953942,lanius excubitor,northern shrike,7721,Passeriformes,Passeriformes,Laniidae,Shrikes,140,BL3,10,60,10,0,0,10,10,0,0,0,VertFishScav,Ref_13,A,Carolina,0,0,100,0,0,0,0,0,Ref_34,1,Jessica,0,63.41,Dunning08,1,NA,NA,80,10,0,90,10
45,0.15811388300841897,lichenostomus melanops,helmeted honeyeater,7381,Passeriformes,Passeriformes,Meliphagidae,Honeyeaters,117,BL3,50,0,0,0,0,0,10,40,0,0,Omnivore,Ref_13,A,Carolina,0,0,10,40,40,10,0,0,Ref_37,1,Christian,0,32.3,Dunning08,1,NA,NA,0,50,0,50,50
36.9,0.9343446901438462,dumetella carolinensis,gray catbird,9557,Passeriformes,Passeriformes,Mimidae,Mockingbirds and thrashers,175,BL3,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,0,80,20,0,0,0,Ref_10,1,Jessica,0,35.3,Dunning08,1,NA,NA,0,40,0,60,40
68.8,0.6752777206453653,toxostoma rufum,brown thrasher,9583,Passeriformes,Passeriformes,Mimidae,Mockingbirds and thrashers,175,BL3,50,0,0,0,0,0,30,0,20,0,Omnivore,Ref_10,A,Carolina,0,0,80,20,0,0,0,0,Ref_10,1,Jessica,0,68.8,Dunning08,1,NA,NA,0,30,20,50,50
18,0.15491933384829668,anthus pratensis,meadow pipit,11879,Passeriformes,Passeriformes,Motacillidae,Wagtails and pipits,170,BL3,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_9,A,Carolina,0,0,70,20,10,0,0,0,Ref_31,1,Walter; Christian,0,18.4,Dunning08,1,NA,NA,0,0,20,80,20
30,0.31464265445104544,anthus spinoletta,water pipit,11884,Passeriformes,Passeriformes,Motacillidae,Wagtails and pipits,170,BL3,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_9,A,Carolina,0,0,80,20,0,0,0,0,Ref_31,1,Christian,0,23.9,Dunning08,1,NA,NA,0,10,20,70,30
23,0.4449719092257398,anthus trivialis,tree pipit,11876,Passeriformes,Passeriformes,Motacillidae,Wagtails and pipits,170,BL3,60,0,0,0,0,0,10,10,10,10,Invertebrate,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_43,1,Jessica,0,23.33,Dunning08,1,NA,NA,0,20,20,60,40
21,0.3449637662132068,motacilla alba,pied wagtail,11802,Passeriformes,Passeriformes,Motacillidae,Wagtails and pipits,170,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_43,1,Jessica,0,23.93,Dunning08,1,NA,NA,0,0,0,100,0
17.6,0.5244044240850758,motacilla flava,yellow wagtail,11815,Passeriformes,Passeriformes,Motacillidae,Wagtails and pipits,170,BL3,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_43,1,Jessica,0,17.68,Dunning08,1,NA,NA,0,10,20,70,30
73,0.15491933384829668,copsychus sechellarum,seychelles magpie robin,9275,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,50,0,0,0,20,10,20,0,0,0,Omnivore,Ref_10,A,Jennifer,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,0,70.74,Dunning08,1,NA,NA,30,20,0,80,20
18,0.18708286933869708,erithacus rubecula,robin,9206,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,40,0,10,10,0,10,20,0,10,0,Omnivore,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,0,17.7,Dunning08,1,NA,NA,30,20,10,70,30
13,0.5049752469181039,ficedula albicollis,collared flycatcher,9107,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,0,20,80,0,0,Ref_11,1,Jessica,0,12.69,Dunning08,1,NA,NA,0,10,0,90,10
13,0.28982753492378877,ficedula hypoleuca,pied flycatcher,9105,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,33,33,33,0,0,Ref_11,1,Jessica,0,13.79,Dunning08,1,NA,NA,0,0,0,100,0
10.7,0.28809720581775866,ficedula parva,red-breasted flycatcher,9115,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,0,30,50,20,0,0,Ref_11,1,Jessica,0,10.8,Dunning08,1,NA,NA,0,0,0,100,0
18.3,0.2469817807045694,luscinia megahrynchos,nightingale,9213,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_10,A,Carolina,0,0,70,30,0,0,0,0,Ref_11,1,Jessica,0,19.6,Dunning08,1,NA,NA,0,20,10,70,30
18.2,0.6826419266350405,luscinia svecica,bluethroat,9216,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,60,0,10,0,0,0,20,0,10,0,Invertebrate,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,0,17.23,Dunning08,1,NA,NA,10,20,10,70,30
14.6,0.24899799195977465,muscicapa striata,spotted flycatcher,9073,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_11,A,Hamish,0,0,60,40,0,0,0,0,Ref_11,1,Jessica,0,15.9,Dunning08,1,NA,NA,0,20,0,80,20
23,0.25495097567963926,oenanthe oenanthe,wheatear,9353,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_10,A,Carolina,0,0,100,0,0,0,0,0,Ref_11,1,Jessica,0,25.39,Dunning08,1,NA,NA,0,20,10,70,30
16.5,0.403732584763727,phoenicurus ochruros,black redstart,9291,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,60,0,0,0,0,0,30,0,10,0,Invertebrate,Ref_10,A,Carolina,0,0,60,40,0,0,0,0,Ref_11,1,Jessica,0,16.5,Dunning08,1,NA,NA,0,30,10,60,40
15,0.2345207879911715,phoenicurus phoenicurus,common redstart,9292,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,20,40,40,0,0,0,Ref_11,1,Jessica,0,14.59,Dunning08,1,NA,NA,0,20,0,80,20
