Mass,sigma,Scientific,English,SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,Diet_5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment,Diet_VertFishScav,Diet_FruiNect,Diet_PlantSeed,Diet_AllAnimals,Diet_AllPlants
19.8,0.5357238094391549,parus afer,coal tit,9896,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,40,0,0,0,0,10,0,10,20,20,Omnivore,Ref_12,A,Jennifer,0,0,100,0,0,0,0,0,Ref_12,1,Jessica,0,9.2,Dunning08,1,NA,NA,10,10,40,50,50
13.3,0.4242640687119285,parus caeruleus,blue tit,9936,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,50,0,0,0,0,0,20,10,20,0,Omnivore,Ref_12,A,Jennifer,0,0,10,30,30,30,0,0,Ref_12,1,Jessica,0,13.3,PrimScale,1,NA,NA,0,30,20,50,50
19,0.433589667773576,parus major,great tit,9922,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,40,0,0,0,0,10,20,10,20,0,Omnivore,Ref_12,A,Jennifer,0,0,0,20,60,20,0,0,Ref_12,1,Jessica,0,16.25,Dunning08,1,NA,NA,10,30,20,50,50
10,0.7218032973047436,parus montanus,willow tit,9877,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_12,1,Jessica,0,11.1,Dunning08,1,NA,NA,0,20,20,60,40
10.6,0.5665686189686118,parus palustris,marsh tit,9870,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,50,0,0,0,0,0,20,0,20,10,Omnivore,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_12,1,Jessica,0,11.14,Dunning08,1,NA,NA,0,20,30,50,50
10,0.2683281572999748,dendroica caerulescens,black-throated blue warbler,12691,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,70,0,0,0,0,0,10,10,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,40,40,20,0,0,Ref_29,1,Other,0,10.14,Dunning08,1,NA,NA,0,20,10,70,30
10,0.7563068160475614,dendroica fusca,blackburnian warbler,12701,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,20,60,20,0,Ref_29,1,Jessica,0,9.74,Dunning08,1,NA,NA,0,20,0,80,20
8.8,0.2683281572999748,dendroica virens,black-throated green warbler,12699,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,60,0,0,0,0,0,20,0,0,20,Invertebrate,Ref_15,A,Jennifer,0,0,0,20,60,20,0,0,Ref_29,1,Jessica,0,8.69,Dunning08,1,NA,NA,0,20,20,60,40
10,0.7707139547199077,geothlypis trichas,common yellowthroat,12733,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,80,20,0,0,0,Ref_29,1,Jessica,0,9.54,Dunning08,1,NA,NA,0,0,0,100,0
25,0.5558776843874919,icteria virens,yellow-breasted chat,12799,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,100,0,0,0,0,Ref_29,1,Jessica,0,24.89,Dunning08,1,NA,NA,0,20,0,80,20
8,0.3714835124201342,setophaga ruticilla,american redstart,12720,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,80,20,0,0,Ref_29,1,Jessica,0,8.24,Dunning08,1,NA,NA,0,10,10,80,20
28,0.7252585745787499,passer domesticus,house sparrow,11753,Passeriformes,Passeriformes,Passeridae,"Sparrows, snowfinches and allies",183,BL3,10,0,0,0,0,0,0,0,60,30,PlantSeed,Ref_14,A,Carolina,0,0,50,50,0,0,0,0,Ref_27,1,Jessica,0,26.51,Dunning08,1,NA,NA,0,0,90,10,90
23,0.3331666249791536,petroica traversi,black robin,7642,Passeriformes,Passeriformes,Petroicidae,Australasian robins,150,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_12,A,Jennifer,0,0,100,0,0,0,0,0,Ref_12,1,Jessica,0,23.5,Dunning08,1,NA,NA,0,0,0,100,0
19.7,0.38600518131237566,prunella modularis,hedge sparrow or dunnock,11910,Passeriformes,Passeriformes,Prunellidae,Accentors,186,BL3,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_10,A,Carolina,0,0,100,0,0,0,0,0,Ref_10,1,Jessica,0,20.24,Dunning08,1,NA,NA,0,0,50,50,50
21,0.8683317338436964,sitta carolinensis,white-breasted nuthatch,9636,Passeriformes,Passeriformes,Sittidae,Nuthatches and Wallcreeper,173,BL3,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_13,A,Carolina,0,0,0,33,33,33,0,0,"Ref_46
",1,Christian,0,21,Dunning08,1,NA,NA,0,0,50,50,50
22,0.5468089245796927,sitta europaea,nuthatch,9616,Passeriformes,Passeriformes,Sittidae,Nuthatches and Wallcreeper,173,BL3,70,0,0,0,0,0,0,10,10,10,Invertebrate,Ref_13,A,Carolina,0,0,33,33,33,0,0,0,Ref_38,1,Jessica,0,20.37,Dunning08,1,NA,NA,0,10,20,70,30
82,0.45166359162544856,sturnus vulgaris,starling,9510,Passeriformes,Passeriformes,Sturnidae,Starlings,177,BL3,20,0,10,0,0,10,30,10,20,0,Omnivore,Ref_14,A,Carolina,0,0,80,20,0,0,0,0,Ref_36,1,Jessica,0,77.14,Dunning08,1,NA,NA,20,40,20,40,60
12,0.4669047011971501,acrocephalus schoenobaenus,sedge warbler,10791,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_11,A,Jennifer,0,0,20,60,20,0,0,0,Ref_11,1,Jessica,0,11.83,Dunning08,1,NA,NA,0,10,20,70,30
12.3,0.35916569992135944,acrocephalus scirpaceus,reed warbler,10797,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,70,0,0,0,0,0,10,0,10,10,Invertebrate,Ref_11,A,Jennifer,0,0,20,80,0,0,0,0,Ref_11,1,Jessica,0,12.3,Dunning08,1,NA,NA,0,10,20,70,30
14.6,0.30983866769659335,hippolais icterina,icterine warbler,10842,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,0,20,80,0,0,Ref_11,1,Jessica,0,13.2,Dunning08,1,NA,NA,0,20,0,80,20
8,0.3687817782917155,phylloscopus collybita,chiffchaff,10929,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_11,A,Jennifer,0,0,25,25,25,25,0,0,Ref_11,1,Jessica,0,8.3,Dunning08,1,NA,NA,0,10,10,80,20
8,0.8683317338436964,phylloscopus sibilatrix,wood warbler,10941,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,0,50,0,0,Ref_11,1,Jessica,0,9.2,Dunning08,1,NA,NA,0,20,0,80,20
9,0.469041575982343,phylloscopus trochilus,willow warbler,10927,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,0,30,70,0,0,Ref_11,1,Jessica,0,8.7,Dunning08,1,NA,NA,0,10,10,80,20
5.7,0.4147288270665544,regulus regulus,goldcrest,10159,Passeriformes,Passeriformes,Reguliidae,Goldcrests and kinglets,166,BL3,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,0,5.54,Dunning08,1,NA,NA,0,0,0,100,0
15.5,0.5205766033928149,sylvia atricapilla,blackcap,11383,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,50,0,0,0,0,0,30,10,10,0,Omnivore,Ref_11,A,Jennifer,0,0,0,0,100,0,0,0,Ref_11,1,Jessica,0,16.7,Dunning08,1,NA,NA,0,40,10,50,50
14,0.5079370039680118,sylvia borin,garden warbler,11384,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,50,0,0,0,0,0,40,10,0,0,Omnivore,Ref_11,A,Jennifer,0,0,0,60,20,20,0,0,Ref_11,1,Jessica,0,18.2,Dunning08,1,NA,NA,0,50,0,50,50
14.5,0.22135943621178655,sylvia communis,whitethroat,11385,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,60,0,0,0,0,0,30,0,10,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,100,0,0,0,0,Ref_11,1,Jessica,0,15.1,Dunning08,1,NA,NA,0,30,10,60,40
10,0.408656334834051,sylvia curruca,lesser whitethroat,11386,Passeriformes,Passeriformes,Sylviidae,Old World warblers,161,BL3,60,0,0,0,0,0,20,10,10,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,33,33,33,0,0,Ref_11,1,Jessica,0,11.44,Dunning08,1,NA,NA,0,30,10,60,40
73,0.33763886032268264,turdoides squamiceps,arabian babbler,11241,Passeriformes,Passeriformes,Timaliidae,Babblers and parrotbills,163,BL3,50,0,10,0,0,10,10,10,10,0,Omnivore,Ref_12,A,Jennifer,0,0,50,50,0,0,0,0,Ref_11,1,Jessica,0,72.88,Dunning08,1,NA,NA,20,20,10,70,30
10.9,0.5176871642217914,troglodytes aedon,house wren,9753,Passeriformes,Passeriformes,Troglodytidae,Wrens,162,BL3,80,0,0,0,0,0,0,0,0,20,Invertebrate,Ref_10,A,Carolina,0,0,0,100,0,0,0,0,Ref_10,1,Jessica,0,10.85,Dunning08,1,NA,NA,0,0,20,80,20
9,0.6928203230275509,troglodytes troglodytes,wren,9750,Passeriformes,Passeriformes,Troglodytidae,Wrens,162,BL3,60,0,10,10,0,0,10,0,10,0,Invertebrate,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_10,1,Walter; Jessica,0,9.74,Dunning08,1,NA,NA,20,10,10,80,20
31,0.5128352561983234,catharus fuscescens,veery,8902,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,50,0,0,0,0,0,40,0,10,0,Omnivore,Ref_10,A,Carolina,0,0,100,0,0,0,0,0,Ref_10,1,Jessica,0,31.9,Dunning08,1,NA,NA,0,40,10,50,50
31,0.552268050859363,catharus guttatus,hermit thrush,8909,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,80,0,0,0,0,0,20,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_10,1,Jessica,0,30.1,Dunning08,1,NA,NA,0,20,0,80,20
31,0.36055512754639896,catharus ustulatus,swainson's thrush,8906,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_10,1,Jessica,0,30.3,Dunning08,1,NA,NA,0,40,0,60,40
52,0.5310367218940701,hylocichla mustelina,wood thrush,8910,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,80,20,0,0,0,0,Ref_10,1,Jessica,0,50.09,Dunning08,1,NA,NA,0,40,0,60,40
61,0.3535533905932738,turdus iliacus,redwing,8964,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,40,0,0,0,0,0,30,0,20,10,Omnivore,Ref_10,A,Carolina,0,0,50,50,0,0,0,0,Ref_10,1,Jessica,0,61.2,Dunning08,1,NA,NA,0,30,30,40,60
113,0.32710854467592254,turdus merula,blackbird,8941,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,50,0,0,0,10,0,20,0,20,0,Omnivore,Ref_10,A,Jennifer,0,0,60,20,20,0,0,0,Ref_10,1,Jessica,0,102.73,Dunning08,1,NA,NA,10,20,20,60,40
77,0.752329714952161,turdus migratorius,american robin,9007,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_10,A,Carolina,0,0,20,40,40,0,0,0,Ref_10,1,Jessica,0,78.5,Dunning08,1,NA,NA,0,50,0,50,50
68,0.532916503778969,turdus philomelos,song thrush,8965,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,40,0,0,0,0,0,30,0,30,0,Omnivore,Ref_10,A,Carolina,0,0,100,0,0,0,0,0,Ref_10,1,Jessica,0,67.74,Dunning08,1,NA,NA,0,30,30,40,60
106,0.6457553716385176,turdus pilaris,fieldfare,8963,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_10,A,Carolina,0,0,60,20,20,0,0,0,Ref_10,1,Jessica,0,106,Dunning08,1,NA,NA,0,30,0,70,30
23.8,0.47853944456021597,luscinia luscinia,thrush nightingale,9212,Passeriformes,Passeriformes,Muscicapidae,Chats and Old World flycatchers,167,BL3,70,0,0,0,0,0,10,0,20,0,Invertebrate,Ref_10,A,Carolina,0,0,70,30,0,0,0,0,Ref_11,1,Jessica,0,23.8,Dunning08,1,NA,NA,0,10,20,70,30
14,0.4219004621945797,contopus virens,eastern wood-pewee,6028,Passeriformes,Passeriformes,Tyrannidae,Tyrant-flycatchers,105,BL3,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,33,33,33,0,0,0,Ref_9,1,Jessica,0,13.9,Dunning08,1,NA,NA,0,10,0,90,10
10,0.6220932405998316,empidonax minimus,least flycatcher,6042,Passeriformes,Passeriformes,Tyrannidae,Tyrant-flycatchers,105,BL3,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,10,Dunning08,1,NA,NA,0,10,0,90,10
33.5,0.39496835316262996,myiarchus crinitus,great crested flycatcher,6168,Passeriformes,Passeriformes,Tyrannidae,Tyrant-flycatchers,105,BL3,60,0,0,0,0,0,40,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,100,0,0,0,0,0,Ref_9,1,Jessica,0,32.1,Dunning08,1,NA,NA,0,40,0,60,40
11.4,0.8111719916269299,vireo griseus,white-eyed vireo,7763,Passeriformes,Passeriformes,Vireonidae,Vireos and allies,141,BL3,70,0,0,0,0,0,10,0,0,20,Invertebrate,Ref_15,A,Jennifer,0,0,0,40,40,20,0,0,Ref_46,1,Christian,0,11.4,Dunning08,1,NA,NA,0,10,20,70,30
16.7,0.5019960159204453,vireo olivaceus,red-eyed vireo,7791,Passeriformes,Passeriformes,Vireonidae,Vireos and allies,141,BL3,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,20,80,0,0,Ref_33,1,Christian,0,16.06,Dunning08,1,NA,NA,0,20,20,60,40
14,0.4,vireo philadelphicus,philadelphia vireo,7790,Passeriformes,Passeriformes,Vireonidae,Vireos and allies,141,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,0,0,50,50,0,0,"Ref_46
",1,Christian,0,11.5,Dunning08,1,NA,NA,0,20,10,70,30
12.9,0.22360679774997896,zosterops lateralis,heron island silvereye,10634,Passeriformes,Passeriformes,Zosteropidae,White-eyes,164,BL3,40,0,0,0,0,0,30,20,0,10,Omnivore,Ref_13,A,Carolina,0,0,10,50,20,20,0,0,Ref_37,1,Jessica,0,12.68,Dunning08,1,NA,NA,0,50,10,40,60
1769,0.41231056256176607,phalacrocorax aristotelis,european shag,5117,Nonpasseriformes,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,0,0,0,100,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,100,0,0,0,0,0,0,1,Ref_1,1,Jessica,0,1764.34,Dunning08,1,NA,NA,100,0,0,100,0
2110,0.23021728866442676,phalacrocorax carbo,great cormorant,5094,Nonpasseriformes,Suliformes,Phalacrocoracidae,Cormorants,32,BL3,10,0,10,80,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,100,0,0,0,0,0,0,0,Ref_1,1,Jessica,0,2528.97,Dunning08,1,NA,NA,90,0,0,100,0
132,0.4404543109109048,colaptes auratus,common flicker,1001,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,100,0,0,0,0,0,Ref_7,1,Jessica,0,131.46,Dunning08,1,NA,NA,0,20,10,70,30
59,0.2863564212655271,dendrocopos medius,middle spotted woodpecker,946,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,10,30,30,30,0,0,Ref_7,1,Jessica,0,59,Dunning08,1,NA,NA,0,20,10,70,30
62,0.48373546489791297,melanerpes carolinus,red-bellied woodpecker,895,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,30,10,10,0,0,0,20,10,20,0,Omnivore,Ref_7,A,Jennifer,0,0,0,0,20,60,20,0,Ref_7,1,Jessica,0,69.5,Dunning08,1,NA,NA,20,30,20,50,50
71.6,0.5253570214625479,melanerpes erythrocephalus,red-headed woodpecker,881,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,60,0,0,0,10,0,0,0,20,10,Invertebrate,Ref_7,A,Jennifer,0,0,20,20,60,0,0,0,Ref_7,1,Jessica,0,71.6,Dunning08,1,NA,NA,10,0,30,70,30
27,0.4012480529547776,picoides pubescens,downy woodpecker,960,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,20,40,40,0,0,Ref_7,1,Jessica,0,25.55,Dunning08,1,NA,NA,0,10,10,80,20
66,0.47958315233127197,picoides villosus,hairy woodpecker,965,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,70,0,0,0,0,0,10,10,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,20,30,50,0,0,0,Ref_7,1,Jessica,0,62.65,Dunning08,1,NA,NA,0,20,10,70,30
81,0.2645751311064591,melanerpes formicivorus,acorn woodpecker,882,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,20,0,0,0,0,0,10,10,60,0,PlantSeed,Ref_7,A,Jennifer,0,0,0,0,40,60,0,0,Ref_7,1,Other,0,79.62,Dunning08,1,NA,NA,0,20,60,20,80
43.6,0.10954451150103323,picoides borealis,red-cockaded woodpecker,961,Nonpasseriformes,Piciformes,Picidae,Woodpeckers,95,BL3,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_7,A,Jennifer,0,0,0,50,50,0,0,0,Ref_7,1,Jessica,0,47.99,Dunning08,1,NA,NA,0,20,10,70,30
674,0.9984988733093293,podiceps cristatus,great crested grebe,5012,Nonpasseriformes,Podicipediformes,Podicipedidae,Grebes,21,BL3,30,0,10,60,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,70,30,0,0,0,0,0,0,Ref_1,1,Jessica,0,730.96,Dunning08,1,NA,NA,70,0,0,100,0
544,0.3065941943351178,fulmarus glacialis,fulmar,5462,Nonpasseriformes,Procellariiformes,Procellariidae,Petrels and shearwaters,18,BL3,40,0,0,60,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,20,80,0,0,0,0,0,1,Ref_1,1,Jessica,0,611.94,Dunning08,1,NA,NA,60,0,0,100,0
7650,0.10488088481701516,diomedea exulans,wandering albatross,5575,Nonpasseriformes,Procellariiformes,Diomedeidae,Albatrosses,17,BL3,90,0,0,10,0,0,0,0,0,0,Invertebrate,Ref_1,A,Jennifer,0,100,0,0,0,0,0,1,Ref_1,1,Jessica,0,6961.29,Dunning08,1,NA,NA,10,0,0,100,0
275,0.1341640786499874,amazona vittata,puerto rican parrot,2285,Nonpasseriformes,Psittaciformes,Psittacidae,Parrots,68,BL3,0,0,0,0,0,0,30,0,30,40,PlantSeed,Ref_4,A,Carolina,0,0,0,30,50,20,0,0,Ref_4,1,Jessica,0,279.28,Dunning08,1,NA,NA,0,30,70,0,100
177,2.503597411725775,pterocles namaqua,namaqua sandgrouse,4002,Nonpasseriformes,Pteroclidiformes,Pteroclididae,Sandgrouse,64,BL3,10,0,0,0,0,0,0,0,90,0,PlantSeed,Ref_4,A,Carolina,0,0,70,30,0,0,0,0,Ref_4,1,Jessica,0,177,Dunning08,1,NA,NA,0,0,90,10,90
1000,0.10488088481701516,megadyptes antipodes,yellow-eyed penguin,5427,Nonpasseriformes,Sphenisciformes,Spheniscidae,Penguins,15,BL3,20,0,0,80,0,0,0,0,0,0,VertFishScav,Ref_1,A,Jennifer,100,0,0,0,0,0,0,1,Ref_1,1,Walter,0,5326.24,Dunning08,1,NA,NA,80,0,0,100,0
135,1.3183322798141597,aegolius funereus,tengmalm's owl,3073,Nonpasseriformes,Strigiformes,Strigidae,Owls,71,BL3,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,137.18,Dunning08,1,NA,NA,70,0,0,100,0
262,1.3780420893427021,asio otus,long-eared owl,3106,Nonpasseriformes,Strigiformes,Strigidae,Owls,71,BL3,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,10,10,0,0,0,Ref_5,1,Christian,1,296.57,Dunning08,1,NA,NA,100,0,0,100,0
1543,0.8408329203831163,bubo virginianus,great horned owl,2961,Nonpasseriformes,Strigiformes,Strigidae,Owls,71,BL3,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,10,80,10,0,0,0,0,Ref_5,1,Christian,1,1575.7,PrimScale,1,NA,NA,90,0,0,100,0
785,0.5761944116355173,strix uralensis,ural owl,3002,Nonpasseriformes,Strigiformes,Strigidae,Owls,71,BL3,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,780.56,Dunning08,1,NA,NA,90,0,0,100,0
322,1.8976301009416983,surnia ulula,northern hawk owl,3015,Nonpasseriformes,Strigiformes,Strigidae,Owls,71,BL3,0,90,0,0,10,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,80,20,0,0,0,0,Ref_5,1,Christian,1,319.9,Dunning08,1,NA,NA,100,0,0,100,0
520,0.40987803063838396,tyto alba,barn owl,2878,Nonpasseriformes,Strigiformes,Tytonidae,Barn owls,70,BL3,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_5,A,Hamish,0,0,90,10,0,0,0,0,Ref_5,1,Christian,1,403.32,Dunning08,1,NA,NA,90,0,0,100,0
610,0.5639148871948674,mergus cucullatus,hooded merganser,762,Nonpasseriformes,Anseriformes,Anatidae,"Ducks, geese and swans",14,BL3,40,0,10,30,0,0,0,0,10,10,Omnivore,Ref_1,A,Jennifer,80,20,0,0,0,0,0,0,Ref_1,1,Jessica,0,613.77,Dunning08,1,NA,NA,40,0,20,80,20
300,0.28809720581775866,columba mayeri,pink pigeon,3375,Nonpasseriformes,Columbiformes,Columbidae,Doves and pigeons,65,BL3,0,0,0,0,0,0,0,0,0,100,PlantSeed,Ref_4,A,Carolina,0,0,40,10,40,10,0,0,Ref_4,1,Other,0,302.76,Dunning08,1,NA,NA,0,0,100,0,100
559,0.6418722614352484,lagopus lagopus lagopus scoticus,red grouse,423,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,0,0,0,0,0,0,10,0,0,90,PlantSeed,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,566.86,Dunning08,1,NA,NA,0,10,90,0,100
422,0.9,lagopus mutus,rock ptarmigan,426,Nonpasseriformes,Galliformes,Phasianidae,"Grouse, pheasants and partridges",11,BL3,0,0,0,0,0,0,20,0,10,70,PlantSeed,Ref_2,A,Jennifer,0,0,80,20,0,0,0,0,Ref_2,1,Jessica,0,535.3,Dunning08,1,NA,NA,0,20,80,0,100
21.6,0.6782329983125268,parus bicolor,tufted titmouse,9954,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,60,0,0,0,0,0,0,0,40,0,Invertebrate,Ref_12,A,Jennifer,0,0,20,20,40,20,0,0,Ref_12,1,Jessica,0,21.6,Dunning08,1,NA,NA,0,0,40,60,40
11,0.36055512754639896,poecile atricapillus,black-capped chickadee,9881,Passeriformes,Passeriformes,Paridae,Tits and chickadees,154,BL3,60,0,0,0,0,0,20,0,20,0,Invertebrate,Ref_12,A,Jennifer,0,0,0,20,80,0,0,0,Ref_12,1,Jessica,0,10.8,Dunning08,1,NA,NA,0,20,20,60,40
19.4,0.30495901363953815,seiurus aurocapillus,ovenbird,12724,Passeriformes,Passeriformes,Parulidae,New World warblers,171,BL3,70,0,10,0,0,0,10,0,10,0,Invertebrate,Ref_15,A,Jennifer,0,0,80,20,0,0,0,0,Ref_29,1,Jessica,0,18.8,Dunning08,1,NA,NA,10,10,10,80,20
83,0.130384048104053,ixoreus naevius,varied thrush,8836,Passeriformes,Passeriformes,Turdidae,Thrushes,178,BL3,30,0,0,0,0,0,70,0,0,0,FruiNect,Ref_10,A,Carolina,0,0,80,20,0,0,0,0,Ref_10,1,Jessica,0,77.5,Dunning08,1,NA,NA,0,70,0,30,70
