assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,candidate,scientific_resolved,MSW3_ID,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,ForStrat.Comment,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Activity.Source,Activity.Certainty,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel,Diet.VertFishScav,Diet.FruiNect,Diet.PlantSeed,Diet.AllPlants,Diet.AllAnimal,Diet,Effect_Order,Effect_Family,Effect_Species,effect_diet,log10_density,density,body_mass_kg,home_range_size,dispersal_dist,min_patch_size,min_patch_size500,level1_habitats,habitats_mixed,a_pred,b_pred
45204582,68336601,eupleres goudotii,ANIMALIA,CHORDATA,carnivora,MAMMALIA,eupleridae,Eupleres,goudotii,NA,NA,NA,"Doyère, 1835",Vulnerable,A2cde+3cde+4cde,3.1,Decreasing,Global,eupleres goudotii,eupleres goudotii,4867,Eupleridae,90,0,10,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,3000,Ref_117,1,10,0,0,0,100,carnivore,-1.697802701,-0.28421228,0,0,-0.6467762382231983,0.22554009642795456,3,1.3150147205915357,6.421749110464419,44.33801420845961,2216.9007104229804,Forest,Forest,243388098.56858036,2.6135303948794304
45221489,136456,cryptoprocta spelea,ANIMALIA,CHORDATA,carnivora,MAMMALIA,eupleridae,Cryptoprocta,spelea,NA,NA,NA,"Grandidier, 1902",Extinct,NA,3.1,NA,Global,NA,cryptoprocta spelea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.697802701,-0.28421228,0,0,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA,NA
45224547,2062,arctocephalus tropicalis,ANIMALIA,CHORDATA,carnivora,MAMMALIA,otariidae,Arctocephalus,tropicalis,NA,NA,NA,"(J.E. Gray, 1872)",Least Concern,NA,3.1,Stable,Global,arctocephalus tropicalis,arctocephalus tropicalis,5039,Otariidae,60,0,0,40,0,0,0,0,0,0,Ref_1,ABC,M,A,NA,1,1,0,Ref_115,ABC,84000,Ref_117,1,40,0,0,0,100,carnivore,-1.697802701,0,0,0,-0.8396210767514685,0.14467014716550178,84,56.783111935115166,42.198559102002655,69.12276095606691,3456.138047803345,"Marine Intertidal, Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal","Marine Intertidal, Marine Neritic, Marine Oceanic, Marine Coastal/Supratidal",56674681.08232549,2.6307256965075148
46251651,46251646,microcebus marohita,ANIMALIA,CHORDATA,primates,MAMMALIA,cheirogaleidae,Microcebus,marohita,NA,NA,NA,"Rasoloarison, Weisrock, Yoder, Rakotondravony &amp; Kappeler, 2013",Critically Endangered,"B1ab(i,iii)",3.1,Decreasing,Global,NA,microcebus marohita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02762622,0.445551765,0,0,NA,NA,NA,NA,NA,NA,NA,Forest,Forest,NA,NA
48266956,48266951,eliurus carletoni,ANIMALIA,CHORDATA,rodentia,MAMMALIA,nesomyidae,Eliurus,carletoni,NA,NA,NA,"Goodman, Raheriarisena &amp; Jansa, 2009",Least Concern,NA,3.1,Unknown,Global,NA,eliurus carletoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664079616,-0.218962906,0,0,NA,NA,NA,NA,NA,NA,NA,Forest,Forest,NA,NA
90128828,40783,hippopotamus madagascariensis,ANIMALIA,CHORDATA,artiodactyla,MAMMALIA,hippopotamidae,Hippopotamus,madagascariensis,NA,NA,NA,"Guldberg, 1883",Extinct,NA,3.1,NA,Global,NA,hippopotamus madagascariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.416716773,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90128915,40782,hippopotamus lemerlei,ANIMALIA,CHORDATA,artiodactyla,MAMMALIA,hippopotamidae,Hippopotamus,lemerlei,NA,NA,NA,"Grandidier in Milne-Edwards, 1868",Extinct,NA,3.1,NA,Global,NA,hippopotamus lemerlei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.416716773,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97188634,40592,echinops telfairi,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Echinops,telfairi,NA,NA,NA,"Martin, 1838",Least Concern,NA,3.1,Stable,Global,NA,echinops telfairi,362,Tenrecidae,60,0,0,0,0,0,40,0,0,0,Ref_40,ABC,G,A,NA,1,0,0,Ref_1,ABC,180,Ref_117,1,0,40,0,40,60,omnivore,0,0,0,-0.0552981064,1.6827243207742306,48.16419663490681,0.18,0.00972,0.5521043379652074,0.20762310385454535,10.381155192727267,"Forest, Grassland, Shrubland, Savanna","Forest, Grassland, Shrubland, Savanna",398467501.5250779,2.4689345902649245
97188944,9048,geogale aurita,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Geogale,aurita,NA,NA,NA,"Milne-Edwards &amp; A. Grandidier, 1872",Least Concern,NA,3.1,Unknown,Global,NA,geogale aurita,337,Tenrecidae,70,30,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,7,Ref_117,1,30,0,0,0,100,carnivore,0,0,0,0,2.202887875430476,159.54671821458712,0.007,0.001395546724786057,0.20919929562331405,0.06267756624457924,3.1338783122289615,Forest,Forest,40927304.47128874,1.9007210427164216
97189172,62011,hemicentetes nigriceps,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Hemicentetes,nigriceps,NA,NA,NA,"Günther, 1875",Least Concern,NA,3.1,Unknown,Global,NA,hemicentetes nigriceps,364,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_4,ABC,G,A,NA,1,0,0,Ref_1,ABC,102.99,Ref_58,1,0,0,0,0,100,carnivore,0,0,0,0,1.8179553644544366,65.75902486359409,0.10299,0.02912339578734998,0.9556723768589817,0.15207038152927752,7.603519076463876,"Forest, Savanna","Forest, Savanna",360423140.1848615,2.4089786057587377
97189434,40593,hemicentetes semispinosus,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Hemicentetes,semispinosus,NA,NA,NA,"(G. Cuvier, 1798)",Least Concern,NA,3.1,Unknown,Global,NA,hemicentetes semispinosus,363,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,137.8,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,1.7762696220439667,59.74060577077192,0.1378,0.04047018712471789,1.1265633884656259,0.1673903347811799,8.369516739058994,"Forest, Shrubland, Introduced Vegetation","Forest, Shrubland, Introduced Vegetation",381908948.1509213,2.4413813514424842
97189690,11979,microgale mergulus,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,mergulus,NA,NA,NA,"(Forsyth Major, 1896)",Vulnerable,"B2ab(ii,iii)",3.1,Decreasing,Global,limnogale mergulus,limnogale mergulus,338,Tenrecidae,60,0,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,78.6,Ref_117,1,40,0,0,0,100,carnivore,0,0,0,0,1.8566473325788728,71.88649889470129,0.07859999999999999,0.02145907875548979,0.820339386944306,0.13910817961308578,6.95540898065429,"Forest, Wetlands (inland)","Forest, Wetlands (inland)",333572704.2919635,2.3755403668711392
97189964,54007828,microgale brevicaudata,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,brevicaudata,NA,NA,NA,"G. Grandidier, 1899",Least Concern,NA,3.1,Decreasing,Global,NA,microgale brevicaudata,355,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,11.3,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.1343269236612197,136.24699224016715,0.011300000000000001,0.0023975199946503854,0.27420107044327174,0.0733961156542279,3.6698057827113955,"Forest, Shrubland","Forest, Shrubland",73994869.8022297,2.0160023296818257
97190215,54008309,microgale grandidieri,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,grandidieri,NA,NA,NA,"Olson, Rakotomalala, Hildebrandt, Lanier, Raxworthy &amp; Goodman, 2009",Least Concern,NA,3.1,Unknown,Global,NA,microgale grandidieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Forest, Shrubland","Forest, Shrubland",NA,NA
97190403,40586,microgale cowani,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,cowani,NA,NA,NA,"Thomas, 1882",Least Concern,NA,3.1,Decreasing,Global,NA,microgale cowani,354,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,13.8,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.1057130033429465,127.5595573011519,0.013800000000000002,0.003005017214575895,0.3069810089388268,0.0783947530986743,3.9197376549337153,"Forest, Artificial - Terrestrial","Forest, Plantations & Heavily Degraded Former Forest",92363786.2464433,2.061117559926798
97190623,40587,nesogale dobsoni,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Nesogale,dobsoni,NA,NA,NA,"(Thomas, 1884)",Least Concern,NA,3.1,Decreasing,Global,microgale dobsoni,microgale dobsoni,353,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,38,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,1.9606980336396105,91.34778764829763,0.038,0.00943928417121176,0.5440734799723295,0.10947172621740404,5.473586310870202,"Forest, Artificial - Terrestrial","Forest, Plantations & Heavily Degraded Former Forest",225542027.53964096,2.262100183836557
97190851,62012,microgale drouhardi,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,drouhardi,NA,NA,NA,"G. Grandidier, 1934",Least Concern,NA,3.1,Decreasing,Global,NA,microgale drouhardi,352,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_2,D1,10.5,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.1448392125866507,139.58514838908442,0.0105,0.0022066197684029224,0.26305816074989125,0.07164085947113555,3.5820429735567774,Forest,Forest,67949581.22575937,1.998979675745266
97191108,13356,microgale dryas,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,dryas,NA,NA,NA,"Jenkins, 1992",Vulnerable,B1ab(iii),3.1,Decreasing,Global,NA,microgale dryas,351,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,40,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,1.953354597441254,89.81618360592938,0.04,0.010002565105185175,0.5600718183399402,0.11133850937015133,5.566925468507566,Forest,Forest,233585174.87394696,2.2711275836007454
97191387,62013,microgale fotsifotsy,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,fotsifotsy,NA,NA,NA,"Jenkins, Raxworthy &amp; Nussbaum, 1997",Least Concern,NA,3.1,Decreasing,Global,NA,microgale fotsifotsy,350,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_2,D1,7.7,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.189242734622035,154.61183501076215,0.0077,0.001554240122640056,0.22077357234504347,0.06467810177211805,3.2339050886059026,Forest,Forest,46364357.7937742,1.9244882132471446
97191617,13343,microgale gracilis,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,gracilis,NA,NA,NA,"(Major, 1896)",Least Concern,NA,3.1,Decreasing,Global,NA,microgale gracilis,349,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,23.3,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.030725033191974,107.33096478342877,0.0233,0.005431199896325382,0.4127013796303133,0.09316975786230831,4.658487893115416,Forest,Forest,153702904.51782528,2.170433768490481
97191808,62014,microgale gymnorhyncha,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,gymnorhyncha,NA,NA,NA,"Jenkins, Goodman &amp; Raxworthy, 1996",Least Concern,NA,3.1,Decreasing,Global,NA,microgale gymnorhyncha,348,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_2,D1,18.2,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.066091488746033,116.43712907574029,0.0182,0.004108320012180561,0.35893859583775933,0.08588325802412371,4.294162901206185,Forest,Forest,122468636.72057648,2.12053410819453
97192062,62015,microgale jenkinsae,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,jenkinsae,NA,NA,NA,"Goodman &amp; Soarimalala, 2004",Endangered,B1ab(iii),3.1,Decreasing,Global,NA,microgale jenkinsae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Forest, Shrubland","Forest, Shrubland",NA,NA
97200213,13344,microgale longicaudata,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,longicaudata,NA,NA,NA,"Thomas, 1882",Least Concern,NA,3.1,Decreasing,Global,NA,microgale longicaudata,339,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,7.3,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.1968800449259556,157.35481797847387,0.0073,0.0014633170354994226,0.21421863185367862,0.06355064387903267,3.1775321939516332,Forest,Forest,43256155.94029232,1.911237387000436
97200480,62016,microgale majori,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,majori,NA,NA,NA,"Thomas, 1918",Least Concern,NA,3.1,Decreasing,Global,NA,microgale majori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Forest,Forest,NA,NA
97200712,29462,microgale monticola,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,monticola,NA,NA,NA,"Goodman &amp; Jenkins, 1998",Vulnerable,D2,3.1,Stable,Global,NA,microgale monticola,347,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_2,D1,13.9,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.104679312078568,127.25630591475829,0.013900000000000001,0.0030296350806067397,0.3082358774182969,0.07858156755468312,3.9290783777341565,Forest,Forest,93080418.04880436,2.0627133536312727
97200965,62017,microgale nasoloi,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,nasoloi,NA,NA,NA,"Jenkins &amp; Goodman, 1999",Vulnerable,B1ab(iii),3.1,Decreasing,Global,NA,microgale nasoloi,356,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_2,D1,13.83,"Ref_2, Ref_3",0,0,0,0,0,100,carnivore,0,0,0,0,2.1054021115418218,127.46827585238384,0.01383,0.0030124001471261946,0.3073578836045652,0.07845089245249241,3.9225446226246206,NA,NA,92578929.10655326,2.061597761757408
97201228,13349,microgale parvula,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,parvula,NA,NA,NA,"G. Grandidier, 1934",Least Concern,NA,3.1,Decreasing,Global,NA,microgale parvula,346,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.4,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.306272738645187,202.4290041702254,0.0034,6.170989008586973e-4,0.13911226233128676,0.049400035538340444,2.470001776917022,Forest,Forest,14229999.22047673,1.7071132419750257
97201454,13350,microgale principula,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,principula,NA,NA,NA,"Thomas, 1926",Least Concern,NA,3.1,Decreasing,Global,NA,microgale principula,345,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,10.2,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.148989231221989,140.92538540910084,0.010199999999999999,0.0021355108912895883,0.25878489436371954,0.07095953628915326,3.547976814457663,Forest,Forest,65664862.61273393,1.9921945735966098
97201685,41314,microgale pusilla,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,pusilla,NA,NA,NA,"Major, 1896",Least Concern,NA,3.1,Stable,Global,NA,microgale pusilla,344,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,3.4,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.306272738645187,202.4290041702254,0.0034,6.170989008586973e-4,0.13911226233128676,0.049400035538340444,2.470001776917022,"Forest, Wetlands (inland), Artificial - Aquatic, Artificial - Terrestrial","Forest, Wetlands (inland), Artificial - Aquatic, Arable & Pastureland",14229999.22047673,1.7071132419750257
97201954,62018,microgale soricoides,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,soricoides,NA,NA,NA,"Jenkins, 1993",Least Concern,NA,3.1,Decreasing,Global,NA,microgale soricoides,343,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_1,ABC,18.7,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.0622114242161196,115.40149212334438,0.018699999999999998,0.004236084473857499,0.36447717226209264,0.08665399221451761,4.33269961072588,Forest,Forest,125702408.99007195,2.1261557483126925
97202201,62019,microgale taiva,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,taiva,NA,NA,NA,"Major, 1896",Least Concern,NA,3.1,Decreasing,Global,NA,microgale taiva,342,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,NA,1,1,1,Ref_2,D1,12.4,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.1210277329643095,132.1380011530052,0.0124,0.0026628708334901076,0.28897686644132914,0.07567845670997249,3.7839228354986245,Forest,Forest,82181039.96523026,2.0371953614426888
97202475,41315,nesogale talazaci,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Nesogale,talazaci,NA,NA,NA,"(Forsyth Major, 1896)",Least Concern,NA,3.1,Decreasing,Global,microgale talazaci,microgale talazaci,341,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,48,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,1.9272524190593099,84.57702778570534,0.048,0.012290971024784467,0.6208420502327793,0.11823541523990673,5.911770761995337,Forest,Forest,262386710.04159704,2.3021142944568598
97202776,13355,microgale thomasi,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Microgale,thomasi,NA,NA,NA,"Major, 1896",Least Concern,NA,3.1,Decreasing,Global,NA,microgale thomasi,340,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,1,1,Ref_1,ABC,22.9,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,2.033204153462168,107.94540335097057,0.0229,0.005325957440167404,0.40868328241273805,0.09263942409373643,4.631971204686821,Forest,Forest,151389962.18469995,2.1670346048929305
97203050,40589,oryzorictes hova,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Oryzorictes,hova,NA,NA,NA,"A. Grandidier, 1870",Least Concern,NA,3.1,Decreasing,Global,NA,oryzorictes hova,357,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,36.5,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,1.9664638713053286,92.56863746293062,0.0365,0.00901933532139757,0.5318330148449114,0.10802794849394352,5.401397424697176,"Forest, Wetlands (inland), Artificial - Aquatic, Artificial - Terrestrial","Forest, Wetlands (inland), Artificial - Aquatic, Arable & Pastureland, Urban & Rural Gardens",219266532.69005504,2.2549234369971063
97203290,40591,oryzorictes tetradactylus,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Oryzorictes,tetradactylus,NA,NA,NA,"Milne-Edwards &amp; A. Grandidier, 1882",Data Deficient,NA,3.1,Unknown,Global,NA,oryzorictes tetradactylus,358,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,36,Ref_117,1,0,0,0,0,100,carnivore,0,0,0,0,1.9684386007948576,92.9905038373829,0.036,0.008879845763926322,0.5277044278350612,0.10753786233363673,5.376893116681837,"Forest, Wetlands (inland), Grassland, Shrubland","Forest, Wetlands (inland), Grassland, Shrubland",217126822.5969024,2.252448063094339
97203842,40594,setifer setosus,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Setifer,setosus,NA,NA,NA,"(Schreber, 1778)",Least Concern,NA,3.1,Stable,Global,NA,setifer setosus,365,Tenrecidae,40,0,0,0,0,60,0,0,0,0,Ref_1,ABC,G,A,NA,1,0,0,Ref_1,ABC,294,Ref_117,1,60,0,0,0,100,carnivore,0,0,0,0,1.6677820940583805,46.53525457057885,0.294,0.09528314424579039,1.7286062025655198,0.21489084119725296,10.744542059862649,"Forest, Grassland, Shrubland, Savanna","Forest, Grassland, Shrubland, Savanna",396929182.5007631,2.5080903456830383
97204107,40595,tenrec ecaudatus,ANIMALIA,CHORDATA,afrosoricida,MAMMALIA,tenrecidae,Tenrec,ecaudatus,NA,NA,NA,"(Schreber, 1778)",Least Concern,NA,3.1,Stable,Global,NA,tenrec ecaudatus,366,Tenrecidae,90,0,0,0,0,0,0,0,0,10,Ref_1,ABC,G,A,NA,1,1,0,Ref_1,ABC,868,Ref_117,1,0,0,10,10,90,carnivore,0,0,0,0,1.5127892853947853,32.56786471901219,0.868,0.3238253816670059,3.186716800890425,0.3070511403273634,15.35255701636817,"Forest, Grassland, Artificial - Terrestrial, Savanna, Shrubland","Forest, Grassland, Savanna, Shrubland, Arable & Pastureland, Plantations & Heavily Degraded Former Forest, Urban & Rural Gardens",335928874.68016154,2.56869736608317
